,text,label
7732,"Lovely, clean and comfortable waiting area, not a waiting room where you feel alone. Staff are very caring and put you at ease.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1.]
7733,"Lovely, friendly staff.     
Should perhaps put in letter,   appointment letter that you can't drive for 15 minutes,  as patient had to rush off for another  appointment.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0.]
7734,"Lovely, helpful staff.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
7735,Lower wait time.,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
7736,"Lucia has had patience with me especially initially when I imagine I was challenging to engage and difficult to build rapport with. I now feel very comfortable with her and able to be open and honest, I feel listened to and given space to feel things, but also challenged appropriately.",[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1.]
7737,Luckily I had a few chances where I had a baby I couldn’t get a babysitter sometimes for the thepary so I couldn’t have full focus on the phone call so luckily I got given a extra chance for missing a meeting I would say if someone really wants the therapy and shows it by telling you or emailing about not being is able to attend one time I think you shouldn’t be discharged I feel a few chances should be given,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7738,Lucy is always super helpful with the best way to support Ace in his movement,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
7739,Lucy sykes is amazing she has been so so helpful. She is brilliant and I really cannot thank her enough,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
7740,Lucy was really helpful and helped me through some eally hard times and helped me with the food bank.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
7741,"Lucy was such a lovely Physio for my son. She was very kind, reassuring and gentle with him. He progressed really well during the sessions with Lucy, and the exercises we were given to do at home, really helped him.  He is doing so well now that we have been discharged.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1.]
7742,Lyn gave me a call a lovely lady put me at ease she’s was very professional I felt so much better after the call she helped me so much,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1.]
7743,"Lynsey was caring, informative and supportive.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0.]
7744,MAYBE ADD A LITTLE SUGGESTIONS BOX BY THE OFFICE.,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7745,"ME/CFS is a nervous system disregulation, caused by trauma and stress, meaning people who have the condition have heightened anxiety levels. Having your practitioners be aware of this before visiting would be hugely helpful. On my very first appointment with [name removed] (who I had before Mikos), when assessing me she asked me to detail the trauma that contributed to the stress that caused my condition which can be a very triggering thing. Better awareness of how to appropriately talk to people who have become ill due to trauma/stress amungst your whole team would be really appreciated.",[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7746,MHAH Staff were so helpful and kind. Feel a lot more hopeful for the future.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
7747,MHAH staff gave me lots of reassurance and help.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1.]
7748,"MHAH/HT gave me lots of advice. Helpful, able to build a plan for the future.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0.]
7749,MHAH/HT has given myself contact numbers for service. Staff were very supportive.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
7750,"MHAH/HTT contact me, so grateful for their help. Able to talk about my symptoms, very helpful.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
7751,MHAH/HTT were very helpful when I called to speak to them on behalf of my partner. Lots of reassurance given to us both. HTT were very positive and engaging with partner.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
7752,"MHAH/HTT were very kind, informative of my symptoms. Thank you.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0.]
7753,"MHAH/HTT were very kind, with lots of encouragement. Able to focus on my future, being able to access services.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
7754,"MHAH/HTT were very kind, with lots of encouragement. Able to focus on my future.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1.]
7755,MND is a prolonged debilitating disease & so therefore the length of time should be longer to cope with worsening conditions.,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7756,MR Albright was excellent in every way,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
7757,"MRI team were caring and took time to reassure me. They acknowledged my anxiety and made me feel at ease.
A blanket was provided as I said I get cold. 
Water was offered after the MRI. 
Thank you everyone. 
Strangely, coming back to The Cleveland Clinic, it feels a bit like ‘home’, after everything I have been through there, I am so glad and thankful to the team.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1.]
7758,MS Nice friendly staff & efficient service provided.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
7759,MUCH better written communication. I would have welcomed an email summary of the information I was given by the nurse. I have not yet received information about my admission for surgery tomorrow in writing.,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7760,"Maddy was exceptionally good. She was kind, considerate and extremely knowledgeable.",[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
7761,Made aware of entitlements. Assessed quick.,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
7762,Made aware of entitlements. Quick.,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
7763,Made daughter feel very welcome.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
7764,Made it a bit more interactive rather than talking,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7765,Made it clear before the change of aids that patient cost was a factor.,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7766,Made me feel as cared for as other mothers as i found the occupational therapy options waned towards the end as it got busier-not the units fault but it would have helped my recovery.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
7767,Made me feel at ease and were very comforting. Gave all relevant information and more.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1.]
7768,"Made me feel at ease, I told them of high anxiety and they kept that in mind.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
7769,"Made me feel at ease, listened to everything I was worried about, able to explain to me properly in a way I could understand.
Very professional at all times.",[0. 0. 0. 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1.]
7770,Made me feel at ease. Very patient and helpful and kind. Very satisfied with the care given today.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1.]
7771,Made me feel comfortable.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
7772,Made me feel not scared,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7773,Made me feel really welcome and you can tell she cares and loves her job.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
7774,Made me feel relaxed and comfortable. Sorted my time and script out brilliant.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1.]
7775,Made me feel very comfortable. I was totally cared for and come into my room often to check up on me,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
7776,Made me feel very relaxed and at ease. The experience was fine.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
7777,Made me relax,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
7778,Made me wait for less time.,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7779,Made more effort in getting patients dressed and out of bed.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
7780,Made more weekly sessions,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7781,Made my child comfortable and reassured at all times.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
7782,Made my child very comfortable and happy.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
7783,Made my pain better. The lady was lovely.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
7784,Made sure everyone got the link,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7785,Made sure report was sent home with me. There was computer problems in the colonoscopy dept.,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7786,"Made sure that people kept their mute on so we didn't hear them crashing about. 
The course needs to be longer or made into an app. A lot of the information is confusing and not in language that is easy to understand. The person who was the course tutor sounded bored most of the time. Also she couldn't pronounce the word Retina and kept saying Ret-teeena which was infuriating.",[0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7787,Made the sessions fun for Matthew and very calm and friendly. Also I felt I was really listened to by Leah and Michelle,[0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 1.]
7788,Made the slide bigger,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7789,Made things a little clearer,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7790,"Made to feel comfortable and at easy, the trainers were skilled and experienced in delivering the material. Good slides and content, good pace and delivery style.",[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1.]
7791,Made to feel relaxed and comfortable.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
7792,"Made to feel very welcome also very good as only a small group, which helps me to be able to process information. Dr Simone explained things in a way that all can understand and has a very caring personality.",[0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0.]
7793,Made to feel welcome and everyone extremely helpful,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
7794,"Maggie has been 100% supportive, knowledgeable, friendly and kind.",[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
7795,Main reception staff were too engaged with one another and insufficiently with me.,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7796,Maintain privacy/dignity for patients. Room checks. Medication confidentiality in treatment room around other patients.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
7797,Make a book or symptom and why thing happens so the patient can take home to family,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7798,Make a shorter wait,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7799,Make access to Gps better,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7800,Make accessing the building more user friendly. It was tricky getting in and the buzzer wasn't answered. Someone came to the door.,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7801,Make clear immediately to patients their status and provide them with a working key for their room,[1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7802,Make everyone as kind and helpful as he was to me,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]
7803,"Make it available even after the 12 week period , only the exercises,  so beneficial 

Also imparted the knowledge that small weight based exercise could be so beneficial for the respiratory patients .",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7804,Make it clear on the website that you should arrive at 7:45am and you'll been earliest at 9am. Also the Google Maps link to here on the NHS website directs you to Nuneaton.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
7805,Make it clearer what you are trying to achieve.,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7806,"Make it easier for people to be able to see a specialist doctor or any doctor that is best suited to treat them, without people having to end up in a state of crisis",[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7807,"Make it easier to access, I struggled with my doctors to get an apt, share better understanding in the community, every one talks about the importance of mental health and it's access ability, but that isn't the reality. Most people don't have an understanding at all  I didn't, it was, enlighting to me, even though its sad.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
7808,"Make it easier to access, I struggled with my doctors to get an apt, share better understanding in the community, every one talks about the importance of mental health and it's access ability, but that isn't the reality. Most people don't have an understanding at all I didn't, it was, enlighting to me, even though its sad.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
7809,Make it easier to contact your services. As the mental health team call on a private number you can't call them back and have to call the gp to pass on messages etc . That is the only down side.,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7810,Make it easier to make contact and listen to my requests for an extremely overdue hearing test.,[0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
7811,"Make it longer.
6 weeks is to short.",[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7812,Make it more clear which nurse is ready for you,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0.]
7813,Make more options available for people’s choice of care. CBT therapy is not for everyone or everyone’s problems.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7814,Make more time for patients and more 1 to 1 meetings.,[0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7815,Make next steps more clearer,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7816,Make office a little bigger. It was too small.,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
7817,Make people aware madks are no longer compulsory,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7818,Make sure I get the correct address and send a reminder nearer the date with all details on,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7819,Make sure I know I'm being discharged.,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7820,Make sure all nurses are cared and loving.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
7821,"Make sure all staff keep patients fully informed on what they are doing in the background - patients are not psychic and I got stressed when having asked a question - eg when a certain treatment would happen that it appeared to go into a black hole but actually was being progressed. Resulted in me ringing the call bell a lot! Suggest improve system for managing non daily treatments - things that are meant to happen weekly - I had to ask that these things be included in the work plans on relevant days. Keep promises - eg physio plan for tomorrow then physio no show.  Try and set expectations eg physio in morning or afternoon. Coordinate all the morning things so for example you don’t get offered your breakfast when you are in the middle of having a strip wash. Offer a hair dressing facility - maybe partner with Reading College? Offer chiropodist - nails grow a lot over a few weeks and most patients can’t reach feet. Stop squeezing stocks of medication, linen, gowns etc. Suggest where patients have special things that need doing that a ready use box/locker of all the relevant supplies kept next to the patient so nurses don’t have to go off on a hunt for them - could have a volunteer to keep stocks in locker topped up. Need physio availability at weekends to avoid slipping back because of gap in physio work. For services not available daily on site  suggest publishing schedule of visits by doctors, specialist services eg stoma team , TVN. Suggest start each day with 1-1 chat to patient to share plans for the day ahead.",[0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7822,Make sure all the information is avaliable especially for new clients.,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7823,"Make sure it is obvious where to go for the appointment, when it is booked, I.e., on the booking confirmation",[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7824,Make sure meds are given at correct times.,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
7825,Make sure patients are listened to,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
7826,Make sure patients are okay. Be more clear with treatment planning. Longer appointments with doctor. I was rushed in and out.,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
7827,Make sure staff are trained on new equipment,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7828,Make sure staff listen to patients,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
7829,Make sure that patient gets their allocated time & room for treatment available not going from room to room to see what is empty.,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7830,"Make sure that you have cuffs big enough for people that me that are bigger as I am not alone in that, like having bigger than normal arms and legs because of a medical condition like Lipoedema/lympadema.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7831,"Make sure that your staff do not just ""disappear"" and that there is sufficient warning / notice that staff are finsihing appointments.",[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7832,Make sure the learning material,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
7833,Make sure the lifts are working all the time.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1.]
7834,"Make sure the main reception and small reception of 3 staff know about the audiology section because they all looked at us with a bemused look, didnt know what we were talking about! Joined up knowledge, not always at the forefr
ont with NHS staff in receptions!",[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7835,Make sure there is backup in case a nurse doesn't show up.,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7836,Make sure they have all your notes rather than a summary,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
7837,Make sure to read my notes before seeing me so I don't have to relive my experiences each time.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
7838,"Make sure visits are not duplicated. 
Try to find out what I think I need.",[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
7839,"Make sure your receptionists are nice, they’re the “gate” to your hospital",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
7840,Make the check ups with the therapist more frequent and more in-depth.,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7841,Make the group session last much longer!,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7842,"Make the patient pathway simpler - there were a lot of stages and different people involved for a simple admission. For instance - admission - receptionist, then another person to fill the forms out in a separate room off the waiting area, then someone to take you up yo floor one, then an HCA to take your obs, then another nurse, then to the theatre and then to fourth floor where you knew no one and were post op. Could have filled in the form at reception and gone straight to fourth floor and met the nurses who would see you post op. Much more efficient and streamlined. I also think some of the staff could smile a bit more. Some of the friendliness seems a bit false as though everyone has had to learn it.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
7843,Make the question easier to understand.,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7844,Make the waiting times better!!,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7845,Make us aware if you can't make the appointment.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
7846,Make your recipients feel at ease. Be a little kinder and have a lot more empathy. Barking questions at someone is not a good way to build a trusted relationship. It’s very hard to open up about such personal issues. I have now left the programme as the therapist is someone I could not open up to or feel comfortable with,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
7847,"Maked down for nurses as this was a video appointment with our consultant. Be good to include a not applicable choice of response. Dr Jarman’s secretary Kasia is the best I have experienced in 10 years as his patient. The admin team at CCL have always been helpful.  Your system seems a bit hard work for someone in my 80th year. Fortunate my husband and authorised carer/responder manages all the necessary for me, albeit with a very grumbles at the time it takes up.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
7848,"Making a fair diagnostic criteria for all families. Making fair appointment waits for all families, making sure all avenues are explored rather than over diagnosing.",[1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7849,"Making eye contact and making the person you're seeing feel like you're interested in them

Occasionally It felt like they didn't listen/believe you when you said how you're feeling - It sometimes felt dismissive.

Two members of staff in particular stood out and were brilliant but the rest felt like they were quickly seeing me and moving on to the next person.

I haven't actually been given any long-term care or support, I was promised a referral to community mental health team and a ADHD referral but I've heard nothing from CMHT and my ADHD referral got denied so I'm stuck with nothing",[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
7850,Making patients more comfortable where the room is warm don’t be too rough it’s caused injury to my shoulder worse,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7851,Making sure I'm okay and listening to me. Helped me in a good way.,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0.]
7852,Malvern helps me get out in the community.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
7853,"Managed to deliver the course in a light hearted way, people felt comfortable to share their experiences. It was very informative with lots of information and strategies to take away and apply in practice.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
7854,Management needs to recognise practical solutions to patients requests instead of box ticking,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7855,Management of waiting time,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7856,"Many 111 yesterday and was phoned back within 10 m minutes with an appointment, both the receptionist and dentist were really friendly and helpful.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
7857,Many kind people.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
7858,"Many thanks to Sophie Fisher who was able to quickly reschedule my appointment when I was unable to attend the initial one.

Throughout the appointment I felt heard and valued and she was sensitive to the difficult subjects that I had to discuss.",[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0.]
7859,"Marcin was great. He made me feel that things will get better and has altered my medications which will hopefully help. He also gave me helpful information and signposted me to other helpful organisations, one of which has already been in touch.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
7860,"Maria was extremely professional, kind and understanding. I really connected with her and I feel so much better.  I very much appreciate this amazing therapy!  THANK YOU..",[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0.]
7861,Mariam listened with compassion.,[0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0.]
7862,"Marie always rang exactly when she said she would. She was compassionate and professional but also explained things in an accessible way so I understood exactly what was being recommended. She always ended the call with a plan so I knew exactly what was going on. It has just been amazing to be treated with respect, and what appears to be genuine care and concern. I felt very validated and understood in what was a very difficult time for me and I now feel like there is a way forward. I cannot thank her enough",[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 0.]
7863,Mariola was friendly and understanding. She made me feel at ease throughout every session. I have finished my therapy with confidence and can say that I have learnt a lot from therapy. I have learnt how to deal with my emotions and my behaviours better. I have learnt how to handle a situation more clearly and know when to step away from any negative surroundings etc. I would like to thank Mariola for everything and the service she gave to me.,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1.]
7864,Marion was absolutely lovely and really took care of me. So understanding and caring!,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
7865,Mark the toilet door with lock/unlocked because it doesn't turn very far.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
7866,Massage treatment,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7867,Massages,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7868,"Mate, it was very good and painless",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
7869,"Mati was very professional and helped me understand what I am going through purely by listening and helpinge make sense of it.
She is an absolute treasure thank you",[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 0.]
7870,Matt and Tony were really helpful.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
7871,"Matt was a very professional and yet he was also very kind hearted and sensitive in how he assisted me today with my assessment in how best to go forward. He was prompt and right on time for our arranged appointment at 10am. 

I felt that he covered  all the issues that I have been experiencing both past and present,  and he took the time for me to respond to each question, and explained anything that I didn’t understand. I did not feel rushed at all.

 Matt discussed all the options open to me and did not move on until I had understood everything. I felt a part of the assessment and he involved me all the way. I felt cared about and finished the call feeling positive and uplifted.


Matt is a great asset to the the Tendring Community Mental Health team and the NHS.

Thank you Matt, and thank you to all those who strive to go forward with us positively,  through our local NHS Services. 

Thank you ",[0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0.]
7872,Matthew made me feel listened to and showed understanding of what I was talking about. He also has a great knowledge of different support services and advice as opposed to just prescribing me antidepressants.,[0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
7873,Matthew was kind and caring. He made me feel very at ease and explained everything in detail making sure I understood. He comforted me in moments of self doubt,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1.]
7874,"Matthew was literally a lifesaver for me in my struggles with my mental health and suicidal thoughts. He fought to get me the support which might make a difference, going above and beyond to do this. I am so grateful as I am not sure I would still be here otherwise.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
7875,Matthew was really supportive and helpful. I felt that he really took the time to understand me and the things I struggle with.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
7876,Maura was compassionate and very knowledgeable - Thank you!,[0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0.]
7877,"Maurice was nosey, and overbearing,",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
7878,May be a bit more update on timing,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7879,May be a more time to exercises prescribed.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7880,May be better more availability in appts days,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7881,May be have more frequent checks on progress.,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
7882,May be with my condition I wanted know more what I could eat,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
